id,text,likes,comments
#Bristruth30481,isolation diary day 5 woke up to the cleaner screaming about our rubbish being all over the place in the staircase she has my greatest sympathy  its disgusting  only problem is we are not allowed to leave to take the rubbish out so somewhat of a catch 22 first thing on the agenda trawl through the food parcels we have been given separate into potential meal edible starvation rations and no way following a general sort of my room after all this is my living space for another 15 days so needs to feel a little zen its time to log onto my seminar blackboard chucked me off three times each time when i turned on the camera cant help but think the universe is severely judging my isolation appearance rolled out of bed and whacked on the same pair of trackies its now 1pm and i realised catering did actually deliver breakfast halfway up the stairs cold bacon baps anyone food poisoning to garnish the covid  ill pass got through some reading while simultaneously watching every dolly alderton interview i could find its 530 and dinner has arrived they are trying their best but again i shall pass and instead opt for one of the emergency food parcel concoctions i have been enjoying peanut butter on crackers and a few raisins michelin star o tes 7pm my favourite part of the day crack open a warm because the fridge is overflowing more than a primark jumper stand beer the drinking begins and with it the days lack of stimulation washes away 1am watching schitts creek  get on it guys 2am goodnight many lucid dreams but at least it provides something to reflect on the next morning,83,3
#Bristruth30480,heads up that we can all get a free zoom account for the year from the uni they kept this v quiet  classic hugh just email it services and you will get an email w ur login,36,0
#Bristruth30479,any other 3rd years know what sort of stuff they wanna do when they graduate but cant explain it properly so dont know what to search for or what to ask the careers service,6,2
#Bristruth30478,i wont lie the speed at which some people skateboard down park street genuinely terrifies me are u guys okay,67,7
#Bristruth30477,anybody else struggling with anxiety and feelings of invasion of privacy due to video chats,20,1
#Bristruth30476,when someone writes a bristruth asking for help with alcoholism why the fuck are people tagging their mates as a joke bit insensitive,148,4
#Bristruth30475,is it even a real 2 minute break from lectures if you dont need to authenticate your login when you come back,71,1
#Bristruth30474,does anyone have recommendations of driving instructors in bristol am desperate to learn but i dont know anyone whos passed here ,5,16
#Bristruth30473,lost my house keys and all my house mate could say was keep it down when you try to get back into the house love second year ,16,1
#Bristruth30472,would anyone be interested in a plant group chat we could organise trips to plant shops swap cuttings and share tips on plant care i have so many plants and would love to meet people who love plants as well  if you would be interested,101,193
#Bristruth30471,i get more exposure notifications than i do dms at this point,88,4
#Bristruth30470,some of yall are about to be upset but oat milk is trash society has progressed past the need for oat milk,63,42
#Bristruth30469,im not going home to see my family fuck that  i just want to hold my dog,72,25
#Bristruth30468,im recently single bisexual and yet somehow the only person i want to shag is the library reviews legend,23,5
#Bristruth30467,everyone takes the piss out of geography for being a colouring in degree but ive come to realise that physics is just a cutting and sticking degree,46,33
#Bristruth30466,as a second year its easy to tire of the childish abbreviation of the arts and social sciences library until you find yourself asking your friend will you go up the ass with me,18,0
#Bristruth30465,was watching fight club after i heard how good it is honestly the most boring movie there is what is wrong with everyone,24,15
#Bristruth30464,can we all agree that the greatest scene in cinema history is when the chocolate goes into the tv in charlie and the chocolate factory,16,3
